,Selective Coverage,Naive Coverage,Data Splitting Coverage
0,0.9444444444444444,0.7777777777777778,1.0
1,0.9,0.7,0.9375
2,1.0,0.6428571428571429,0.9333333333333333
3,0.8181818181818182,0.6363636363636364,0.6666666666666666
4,0.8181818181818182,0.7272727272727273,0.9166666666666666
5,1.0,0.7272727272727273,1.0
6,0.9375,0.8125,0.8947368421052632
7,0.8181818181818182,0.45454545454545453,0.8333333333333334
8,1.0,0.7222222222222222,1.0
9,0.9333333333333333,0.7333333333333333,0.96
10,0.875,0.75,0.9523809523809523
11,0.8461538461538461,0.7692307692307693,0.9333333333333333
12,1.0,0.75,0.9130434782608695
13,1.0,0.5833333333333334,0.7142857142857143
14,0.8333333333333334,0.8333333333333334,0.7083333333333334
15,1.0,0.7058823529411765,0.8823529411764706
16,0.8181818181818182,0.7272727272727273,1.0
17,0.7777777777777778,0.3333333333333333,0.9473684210526315
18,0.875,0.875,1.0
19,0.7894736842105263,0.6842105263157895,0.9473684210526315
20,0.8461538461538461,0.6153846153846154,0.8888888888888888
21,1.0,0.75,1.0
22,0.8181818181818182,0.7272727272727273,0.8
23,0.9090909090909091,0.9090909090909091,1.0
24,1.0,0.7777777777777778,1.0
25,1.0,0.8571428571428571,0.8947368421052632
26,0.6923076923076923,0.6153846153846154,0.8947368421052632
27,1.0,0.5,1.0
28,0.7777777777777778,0.5555555555555556,0.8823529411764706
29,0.7333333333333333,0.6,1.0
30,1.0,0.6428571428571429,0.7333333333333333
31,0.7857142857142857,0.7142857142857143,1.0
32,0.9375,0.8125,0.9230769230769231
33,1.0,1.0,0.875
34,0.9090909090909091,0.8181818181818182,1.0
35,0.9230769230769231,0.6923076923076923,0.8823529411764706
36,1.0,0.75,0.9375
37,1.0,0.7692307692307693,0.7272727272727273
38,1.0,0.5882352941176471,1.0
39,0.9333333333333333,0.7333333333333333,0.8947368421052632
40,0.9090909090909091,0.8181818181818182,0.9411764705882353
41,0.7272727272727273,0.7272727272727273,0.9333333333333333
42,0.9,0.7,1.0
43,0.9166666666666666,0.8333333333333334,0.7894736842105263
44,1.0,0.7272727272727273,1.0
45,0.8,0.6,1.0
46,1.0,0.5,0.9375
47,1.0,0.6153846153846154,0.782608695652174
48,1.0,0.7692307692307693,1.0
49,1.0,0.4444444444444444,1.0
50,0.9090909090909091,0.7272727272727273,0.9523809523809523
51,1.0,0.8461538461538461,0.8333333333333334
52,0.9166666666666666,0.6666666666666666,0.8235294117647058
53,0.8461538461538461,0.7692307692307693,0.875
54,0.8823529411764706,0.47058823529411764,0.9411764705882353
55,0.875,0.875,0.9333333333333333
56,1.0,0.8181818181818182,0.7857142857142857
57,0.8333333333333334,0.75,0.9130434782608695
58,0.8181818181818182,0.7272727272727273,0.8823529411764706
59,0.8888888888888888,0.6666666666666666,0.9166666666666666
60,0.8888888888888888,0.7777777777777778,1.0
61,0.9375,0.6875,0.75
62,0.9333333333333333,0.7333333333333333,1.0
63,0.8888888888888888,0.7777777777777778,1.0
64,0.8888888888888888,0.8888888888888888,0.96
65,0.8571428571428571,0.7857142857142857,0.875
66,0.9230769230769231,0.8461538461538461,0.88
67,0.8235294117647058,0.6470588235294118,0.8461538461538461
68,0.8333333333333334,0.5,0.8666666666666667
69,0.875,0.6875,0.8235294117647058
70,0.9166666666666666,0.8333333333333334,1.0
71,0.9,0.8,1.0
72,0.9166666666666666,1.0,0.75
73,1.0,0.7142857142857143,0.9130434782608695
74,0.9473684210526315,0.7368421052631579,1.0
75,0.9333333333333333,0.6,0.7368421052631579
76,0.8,0.7,0.8888888888888888
77,0.7692307692307693,0.6923076923076923,0.9166666666666666
78,0.8888888888888888,0.8888888888888888,0.9047619047619048
79,1.0,0.8181818181818182,0.9473684210526315
80,0.7272727272727273,0.5454545454545454,0.9444444444444444
81,0.9473684210526315,0.7894736842105263,0.9375
82,1.0,0.5384615384615384,0.9166666666666666
83,0.7692307692307693,0.6153846153846154,1.0
84,1.0,0.5555555555555556,0.8888888888888888
85,1.0,0.5,0.8333333333333334
86,0.8333333333333334,0.8333333333333334,1.0
87,0.9230769230769231,0.8461538461538461,0.9444444444444444
88,1.0,0.6923076923076923,0.7857142857142857
89,0.9375,0.625,0.9285714285714286
90,0.8333333333333334,0.5833333333333334,1.0
91,0.9333333333333333,0.6,0.8
92,0.8888888888888888,0.6666666666666666,0.8666666666666667
93,0.7692307692307693,0.8461538461538461,1.0
94,0.9375,0.75,0.8571428571428571
95,0.8888888888888888,0.7777777777777778,1.0
96,0.8888888888888888,0.5555555555555556,0.9523809523809523
97,0.6666666666666666,0.8333333333333334,0.7916666666666666
98,0.8888888888888888,0.7777777777777778,1.0
99,1.0,0.7142857142857143,0.8421052631578947
100,0.9166666666666666,0.75,0.8823529411764706
101,0.8666666666666667,0.6666666666666666,1.0
102,0.9,0.6,1.0
103,1.0,0.625,0.8888888888888888
104,0.8333333333333334,0.5833333333333334,0.9230769230769231
105,0.9,0.7,0.9375
106,0.8888888888888888,0.8888888888888888,0.8888888888888888
107,1.0,0.9411764705882353,0.9473684210526315
108,0.9166666666666666,0.5833333333333334,0.9523809523809523
109,1.0,0.8333333333333334,0.7777777777777778
110,0.8666666666666667,0.7333333333333333,1.0
111,0.9411764705882353,0.6470588235294118,0.7368421052631579
112,0.7272727272727273,0.6363636363636364,0.9444444444444444
113,1.0,0.6363636363636364,0.7647058823529411
114,0.8181818181818182,0.7272727272727273,0.9411764705882353
115,0.8181818181818182,0.6363636363636364,0.7368421052631579
116,0.8,0.6,0.7894736842105263
117,0.6666666666666666,0.6666666666666666,0.7647058823529411
118,0.8333333333333334,0.6666666666666666,0.9333333333333333
119,0.8,0.6,0.7692307692307693
120,0.8333333333333334,0.8333333333333334,0.6470588235294118
121,0.8181818181818182,0.5454545454545454,0.8571428571428571
122,0.9,0.7,0.7647058823529411
123,0.8888888888888888,0.5555555555555556,1.0
124,1.0,0.6,0.8888888888888888
125,0.9090909090909091,0.6363636363636364,0.8
126,0.7777777777777778,0.3333333333333333,0.8947368421052632
127,0.9333333333333333,0.6666666666666666,0.8947368421052632
128,0.5714285714285714,0.7142857142857143,0.92
129,0.875,0.375,0.8636363636363636
130,0.8333333333333334,0.5,0.9375
131,0.75,0.6666666666666666,0.9565217391304348
132,0.8461538461538461,0.5384615384615384,0.9473684210526315
133,1.0,0.5714285714285714,0.9473684210526315
134,0.8461538461538461,0.7692307692307693,1.0
135,1.0,0.6666666666666666,1.0
136,0.8823529411764706,0.6470588235294118,0.65
137,0.9230769230769231,0.38461538461538464,0.8823529411764706
138,0.9090909090909091,0.6363636363636364,0.8518518518518519
139,0.8333333333333334,0.8333333333333334,0.625
140,0.9166666666666666,0.6666666666666666,0.9473684210526315
141,0.8666666666666667,0.8666666666666667,0.85
142,1.0,1.0,0.7391304347826086
143,0.8571428571428571,0.8095238095238095,0.9444444444444444
144,0.8333333333333334,1.0,0.7619047619047619
145,0.8181818181818182,0.45454545454545453,0.9444444444444444
146,1.0,0.5,0.7777777777777778
147,0.875,0.5,0.7619047619047619
148,0.75,0.5833333333333334,1.0
149,0.8461538461538461,0.6153846153846154,0.7777777777777778
150,0.8461538461538461,0.8461538461538461,0.9545454545454546
151,0.6666666666666666,0.5333333333333333,0.6875
152,0.8461538461538461,0.6923076923076923,0.9047619047619048
153,0.75,0.5,0.9333333333333333
154,0.9166666666666666,0.75,0.9166666666666666
155,1.0,0.6666666666666666,0.85
156,0.8333333333333334,0.5833333333333334,0.9166666666666666
157,0.9090909090909091,0.6363636363636364,1.0
158,0.9090909090909091,0.8181818181818182,0.9333333333333333
159,0.9090909090909091,0.45454545454545453,0.8888888888888888
160,1.0,0.7777777777777778,0.9285714285714286
161,0.9090909090909091,0.8181818181818182,0.8181818181818182
162,1.0,1.0,0.9230769230769231
163,0.8666666666666667,0.5333333333333333,0.9
164,0.9090909090909091,0.9090909090909091,0.782608695652174
165,0.7,0.5,0.8571428571428571
166,0.8125,0.8125,1.0
167,0.5555555555555556,0.5555555555555556,0.8947368421052632
168,0.8666666666666667,0.7333333333333333,0.9545454545454546
169,1.0,0.8181818181818182,0.92
170,1.0,0.8571428571428571,0.85
171,0.8461538461538461,0.7692307692307693,0.8888888888888888
172,0.875,0.8125,1.0
173,0.8888888888888888,0.4444444444444444,0.9411764705882353
174,0.75,0.8333333333333334,0.95
175,0.8125,0.9375,0.8571428571428571
176,0.6666666666666666,0.4166666666666667,0.8695652173913043
177,1.0,0.8571428571428571,0.8333333333333334
178,0.8,0.4,1.0
179,0.7692307692307693,0.6923076923076923,1.0
180,0.9,0.5,0.7857142857142857
181,1.0,0.8,0.75
182,0.9285714285714286,0.5714285714285714,0.875
183,0.6666666666666666,0.6666666666666666,0.75
184,0.8571428571428571,0.5714285714285714,1.0
185,1.0,0.7142857142857143,0.7142857142857143
186,0.7692307692307693,0.6153846153846154,0.95
187,1.0,1.0,0.9090909090909091
188,0.8666666666666667,0.7333333333333333,0.9333333333333333
189,1.0,0.875,0.9166666666666666
190,1.0,0.6923076923076923,0.9523809523809523
191,0.7857142857142857,0.5,0.8181818181818182
192,0.9473684210526315,0.42105263157894735,0.9444444444444444
193,0.9166666666666666,0.75,0.9285714285714286
194,0.8666666666666667,0.8666666666666667,1.0
195,0.8181818181818182,0.5454545454545454,1.0
196,1.0,0.9230769230769231,1.0
197,1.0,0.6875,0.7777777777777778
198,0.875,0.875,1.0
199,0.8888888888888888,0.6666666666666666,1.0
200,0.9285714285714286,0.7142857142857143,1.0
201,0.8461538461538461,0.8461538461538461,0.8888888888888888
202,1.0,0.8181818181818182,0.8125
203,0.8823529411764706,0.8235294117647058,1.0
204,0.9285714285714286,0.8571428571428571,0.8421052631578947
205,0.9166666666666666,0.5833333333333334,0.8333333333333334
206,0.8333333333333334,0.8333333333333334,0.9285714285714286
207,0.8235294117647058,0.6470588235294118,0.8235294117647058
208,0.8333333333333334,0.4166666666666667,0.9473684210526315
209,0.9285714285714286,0.7142857142857143,0.8888888888888888
210,0.8888888888888888,0.4444444444444444,0.9444444444444444
211,0.9166666666666666,0.75,0.96
212,0.75,0.6666666666666666,1.0
213,1.0,0.9375,0.84
214,0.8888888888888888,0.5555555555555556,0.8695652173913043
215,0.7857142857142857,0.5,0.5882352941176471
216,0.9333333333333333,0.6666666666666666,0.8571428571428571
217,1.0,0.7333333333333333,0.8571428571428571
218,1.0,0.5,1.0
219,1.0,0.8,0.9230769230769231
220,1.0,0.7,0.9230769230769231
221,1.0,0.8571428571428571,0.875
222,1.0,0.7857142857142857,0.7692307692307693
223,0.75,0.8333333333333334,0.95
224,1.0,0.8333333333333334,0.9473684210526315
225,1.0,0.8181818181818182,0.8333333333333334
226,0.7333333333333333,0.6,0.8571428571428571
227,1.0,0.375,0.875
228,0.8571428571428571,0.7142857142857143,1.0
229,0.875,0.375,0.8947368421052632
230,1.0,0.8823529411764706,0.9375
231,0.5555555555555556,0.5555555555555556,1.0
232,1.0,0.5833333333333334,1.0
233,0.7777777777777778,0.7777777777777778,0.875
234,0.9230769230769231,0.7692307692307693,0.75
235,0.75,0.75,0.75
236,1.0,0.875,0.75
237,1.0,0.8,1.0
238,0.9166666666666666,0.8333333333333334,0.8
239,1.0,0.7857142857142857,0.7058823529411765
240,0.9,0.55,0.8
241,0.8333333333333334,0.75,0.85
242,0.9090909090909091,0.7272727272727273,0.7777777777777778
243,0.9,0.9,0.8
244,0.875,0.75,0.9545454545454546
245,0.8461538461538461,0.6153846153846154,0.95
246,0.7857142857142857,0.7142857142857143,0.9
247,0.7272727272727273,0.8181818181818182,0.85
248,0.875,0.625,0.9444444444444444
249,0.9,0.5,1.0
250,0.7777777777777778,0.6111111111111112,0.9545454545454546
251,0.8461538461538461,0.5384615384615384,0.8461538461538461
252,0.9,0.35,0.875
253,0.8333333333333334,0.75,0.9285714285714286
254,1.0,0.5714285714285714,0.8571428571428571
255,0.6666666666666666,0.8333333333333334,0.9565217391304348
256,0.7692307692307693,0.6153846153846154,0.8235294117647058
257,0.9166666666666666,0.75,0.875
258,0.9,0.6,0.9375
259,1.0,0.7142857142857143,0.8
260,0.7777777777777778,0.6666666666666666,1.0
261,0.8571428571428571,0.7142857142857143,0.8333333333333334
262,0.9090909090909091,0.5454545454545454,0.8888888888888888
263,1.0,0.8,0.7894736842105263
264,0.9230769230769231,0.7692307692307693,1.0
265,0.8,0.6,0.6666666666666666
266,1.0,0.5,0.9
267,1.0,0.7692307692307693,0.8235294117647058
268,0.8823529411764706,0.6470588235294118,0.8888888888888888
269,0.8,0.7,0.9473684210526315
270,0.8461538461538461,0.8461538461538461,0.8571428571428571
271,0.9166666666666666,0.6666666666666666,0.9375
272,0.6923076923076923,0.8461538461538461,0.9130434782608695
273,0.9166666666666666,0.75,0.9090909090909091
274,0.8823529411764706,0.7058823529411765,0.8823529411764706
275,0.9090909090909091,0.8181818181818182,1.0
276,0.6,0.8,0.9230769230769231
277,1.0,0.5,1.0
278,1.0,0.8,1.0
279,0.9375,0.8125,0.875
280,0.6666666666666666,0.75,0.8333333333333334
281,1.0,1.0,0.95
282,0.7777777777777778,1.0,0.8148148148148148
283,0.9333333333333333,0.5333333333333333,0.9285714285714286
284,0.875,1.0,0.6875
285,0.9285714285714286,0.5714285714285714,0.9411764705882353
286,0.875,0.625,0.8823529411764706
287,0.9411764705882353,0.6470588235294118,0.8947368421052632
288,0.875,0.625,0.8947368421052632
289,1.0,0.7272727272727273,0.6956521739130435
290,1.0,0.9,0.9444444444444444
291,1.0,0.6153846153846154,0.9473684210526315
292,1.0,0.3,0.8888888888888888
293,0.8235294117647058,0.8235294117647058,0.9444444444444444
294,1.0,0.8,0.8823529411764706
295,0.8333333333333334,0.5833333333333334,0.8666666666666667
296,0.8666666666666667,0.6666666666666666,0.8620689655172413
297,0.5555555555555556,0.5555555555555556,0.9333333333333333
298,0.9230769230769231,0.7692307692307693,1.0
299,1.0,0.5833333333333334,1.0
300,1.0,0.9166666666666666,0.9047619047619048
301,1.0,0.42857142857142855,0.8666666666666667
302,0.8,0.6,0.9375
303,0.8333333333333334,0.5833333333333334,0.9375
304,0.9333333333333333,0.4666666666666667,0.9333333333333333
305,0.7333333333333333,0.6666666666666666,0.8461538461538461
306,0.875,0.375,0.9523809523809523
307,0.7272727272727273,0.9090909090909091,0.8823529411764706
308,0.8571428571428571,0.5714285714285714,0.9583333333333334
309,1.0,0.8571428571428571,1.0
310,1.0,0.6666666666666666,1.0
311,0.9285714285714286,0.9285714285714286,0.8
312,0.9285714285714286,0.8571428571428571,0.9375
313,0.5,0.75,0.7647058823529411
314,0.7647058823529411,0.6470588235294118,0.9285714285714286
315,1.0,0.8461538461538461,0.782608695652174
316,1.0,0.7777777777777778,0.9411764705882353
317,0.8947368421052632,0.7368421052631579,0.7619047619047619
318,1.0,0.7142857142857143,0.9565217391304348
319,0.9166666666666666,0.75,0.8823529411764706
320,0.8333333333333334,0.5833333333333334,0.9411764705882353
321,0.9285714285714286,1.0,1.0
322,1.0,0.6923076923076923,0.8888888888888888
323,0.9090909090909091,0.8181818181818182,1.0
324,1.0,0.8,0.9565217391304348
325,0.9090909090909091,0.9090909090909091,0.9333333333333333
326,1.0,0.75,1.0
327,0.75,0.5833333333333334,0.9565217391304348
328,1.0,0.9090909090909091,0.95
329,0.875,0.75,0.7647058823529411
330,1.0,0.7692307692307693,0.8571428571428571
331,0.8571428571428571,0.7142857142857143,0.9333333333333333
332,0.75,0.55,0.9090909090909091
333,0.8571428571428571,0.7142857142857143,0.7
334,1.0,0.8888888888888888,0.875
335,0.9090909090909091,0.36363636363636365,0.8333333333333334
336,0.7142857142857143,0.9285714285714286,0.7619047619047619
337,1.0,0.6428571428571429,0.9333333333333333
338,1.0,0.5,0.9333333333333333
339,0.7142857142857143,0.7142857142857143,0.9444444444444444
340,0.9,0.8,0.95
341,0.8888888888888888,0.5555555555555556,0.9375
342,0.9,0.8,0.7894736842105263
343,1.0,0.6923076923076923,0.875
344,0.8181818181818182,0.5454545454545454,0.9
345,0.8888888888888888,0.8888888888888888,0.8695652173913043
346,1.0,0.7142857142857143,0.92
347,0.9230769230769231,0.7692307692307693,0.9545454545454546
348,1.0,0.75,0.9
349,0.9090909090909091,0.6363636363636364,0.9444444444444444
350,0.7142857142857143,0.8571428571428571,0.9166666666666666
351,0.9,0.7,1.0
352,0.9166666666666666,0.6666666666666666,0.9473684210526315
353,0.9285714285714286,0.5714285714285714,1.0
354,1.0,0.5833333333333334,0.8181818181818182
355,0.8888888888888888,0.4444444444444444,0.7619047619047619
356,0.7692307692307693,0.7692307692307693,0.9
357,0.8823529411764706,0.7647058823529411,0.6111111111111112
358,0.9090909090909091,0.7272727272727273,0.9444444444444444
359,0.7272727272727273,0.45454545454545453,0.85
360,0.6666666666666666,0.3333333333333333,0.8125
361,0.9285714285714286,0.7142857142857143,0.95
362,1.0,0.5,0.9333333333333333
363,0.875,0.625,0.7916666666666666
364,0.9,0.9,0.9090909090909091
365,0.6666666666666666,0.5,0.8333333333333334
366,1.0,0.7222222222222222,0.7647058823529411
367,0.8888888888888888,0.6666666666666666,0.8
368,0.9166666666666666,0.9166666666666666,0.9285714285714286
369,0.9090909090909091,0.7272727272727273,0.9285714285714286
370,0.9090909090909091,0.9090909090909091,0.8888888888888888
371,1.0,0.4166666666666667,0.9411764705882353
372,0.9444444444444444,0.7777777777777778,0.9444444444444444
373,0.75,0.75,0.95
374,0.9285714285714286,0.5714285714285714,0.8181818181818182
375,0.8333333333333334,0.6666666666666666,1.0
376,0.8666666666666667,0.8666666666666667,0.8947368421052632
377,0.7777777777777778,0.5555555555555556,0.7692307692307693
378,0.7333333333333333,0.6666666666666666,0.9130434782608695
379,0.8333333333333334,0.75,0.7058823529411765
380,0.7142857142857143,0.7142857142857143,0.875
381,1.0,0.4,1.0
382,0.8823529411764706,0.5294117647058824,0.875
383,1.0,0.8888888888888888,1.0
384,0.875,0.875,0.9375
385,1.0,0.6363636363636364,0.9473684210526315
386,0.875,0.75,0.7727272727272727
387,0.9166666666666666,0.5,1.0
388,0.7647058823529411,0.8235294117647058,1.0
389,0.9166666666666666,0.8333333333333334,0.85
390,0.8571428571428571,0.7142857142857143,0.9166666666666666
391,0.8461538461538461,0.8461538461538461,0.8888888888888888
392,1.0,0.7,1.0
393,0.8,0.5333333333333333,1.0
394,0.8666666666666667,0.8,0.9444444444444444
395,0.9,0.7,0.9375
396,0.8888888888888888,0.7222222222222222,0.9
397,0.8181818181818182,0.45454545454545453,1.0
398,1.0,0.75,0.8947368421052632
399,0.9166666666666666,0.5833333333333334,0.9444444444444444
400,0.875,0.875,0.9473684210526315
401,1.0,0.9230769230769231,0.9090909090909091
402,1.0,0.9,0.9333333333333333
403,0.8888888888888888,0.5,0.9230769230769231
404,0.5714285714285714,0.5714285714285714,0.8333333333333334
405,1.0,0.45454545454545453,0.8947368421052632
406,1.0,0.7692307692307693,1.0
407,0.8888888888888888,0.4444444444444444,0.95
408,0.9230769230769231,0.6923076923076923,0.7333333333333333
409,1.0,0.6875,1.0
410,0.75,0.5833333333333334,0.85
411,0.9090909090909091,0.8181818181818182,1.0
412,0.8461538461538461,0.6923076923076923,0.9411764705882353
413,0.9166666666666666,0.8333333333333334,0.8695652173913043
414,1.0,0.6363636363636364,0.95
415,1.0,0.8181818181818182,0.9047619047619048
416,0.7272727272727273,0.9090909090909091,0.95
417,0.9230769230769231,0.7692307692307693,0.8888888888888888
418,0.7142857142857143,0.5,0.8666666666666667
419,0.9444444444444444,0.8333333333333334,1.0
420,1.0,0.7,0.8666666666666667
421,0.8888888888888888,0.5555555555555556,0.8235294117647058
422,0.9285714285714286,0.7857142857142857,1.0
423,0.8571428571428571,0.7857142857142857,0.85
424,1.0,0.75,0.9375
425,0.9,0.7,0.9473684210526315
426,1.0,0.6666666666666666,0.5555555555555556
427,0.7222222222222222,0.2777777777777778,0.8666666666666667
428,0.8181818181818182,0.5454545454545454,1.0
429,0.9,0.7,0.9090909090909091
430,0.8888888888888888,0.6666666666666666,0.95
431,0.9285714285714286,0.7142857142857143,1.0
432,0.9,0.8,0.75
433,0.8571428571428571,0.7142857142857143,1.0
434,0.9411764705882353,0.8823529411764706,0.9375
435,0.9166666666666666,0.75,0.9411764705882353
436,1.0,0.7777777777777778,0.8666666666666667
437,1.0,0.8,0.9583333333333334
438,0.7142857142857143,0.6428571428571429,0.8333333333333334
439,1.0,0.75,0.9411764705882353
440,0.9285714285714286,0.5,0.9375
441,0.9166666666666666,0.75,0.8947368421052632
442,0.8888888888888888,0.7777777777777778,0.8947368421052632
443,0.8461538461538461,0.5384615384615384,1.0
444,1.0,0.6,1.0
445,0.7,0.75,0.9375
446,0.7777777777777778,0.6666666666666666,0.8888888888888888
447,1.0,0.4444444444444444,1.0
448,0.9230769230769231,0.46153846153846156,0.85
449,0.9375,0.75,1.0
450,0.8421052631578947,0.6842105263157895,0.95
451,1.0,0.9285714285714286,0.8333333333333334
452,1.0,0.6666666666666666,0.9411764705882353
453,0.8823529411764706,0.5882352941176471,1.0
454,0.8333333333333334,0.5833333333333334,0.8666666666666667
455,0.7777777777777778,0.4444444444444444,0.7916666666666666
456,0.8571428571428571,0.5714285714285714,0.8666666666666667
457,0.9166666666666666,0.6666666666666666,0.9285714285714286
458,0.9,0.8,0.9545454545454546
459,0.7777777777777778,0.6666666666666666,0.8235294117647058
460,1.0,0.8181818181818182,1.0
461,1.0,1.0,1.0
462,0.875,0.625,0.8636363636363636
463,0.8888888888888888,0.5555555555555556,0.8125
464,0.8333333333333334,0.5,1.0
465,1.0,0.5294117647058824,1.0
466,0.8,0.6,0.8947368421052632
467,0.8333333333333334,0.8333333333333334,0.8461538461538461
468,1.0,0.7692307692307693,0.8
469,0.8,0.8,0.9444444444444444
470,0.9166666666666666,0.75,0.8666666666666667
471,0.7777777777777778,0.5555555555555556,1.0
472,0.875,0.75,0.7272727272727273
473,0.8571428571428571,0.5714285714285714,0.8
474,0.7777777777777778,0.8888888888888888,0.95
475,0.8571428571428571,0.5,0.8235294117647058
476,1.0,0.75,0.9333333333333333
477,0.8666666666666667,0.5333333333333333,0.9473684210526315
478,1.0,0.8125,1.0
479,0.875,0.625,1.0
480,0.875,0.5,0.9375
481,1.0,0.8235294117647058,0.8636363636363636
482,0.9,0.8,0.875
483,0.9333333333333333,0.6666666666666666,0.9090909090909091
484,1.0,0.45454545454545453,0.9375
485,0.9,0.6,0.9090909090909091
486,0.9230769230769231,0.5384615384615384,0.8214285714285714
487,1.0,0.6428571428571429,1.0
488,0.8571428571428571,0.42857142857142855,0.8823529411764706
489,0.8,0.4,0.7857142857142857
490,0.875,0.6875,0.9333333333333333
491,1.0,0.7333333333333333,0.8823529411764706
492,0.875,0.75,0.9473684210526315
493,0.8,0.7,0.9565217391304348
494,0.875,0.625,0.9090909090909091
495,0.8666666666666667,0.7333333333333333,0.8888888888888888
496,0.875,0.8125,0.9523809523809523
497,0.9375,0.8125,1.0
498,0.9230769230769231,0.6923076923076923,0.9166666666666666
499,1.0,0.5333333333333333,1.0
