,Selective CI Lengths,Naive CI Lengths,Data Splitting CI Lengths
0,27.4367855560845,21.078717035660652,42.185018371602354
1,27.9963962575722,22.30600931997133,42.240415426960894
2,26.996508469586626,20.781658752228875,39.679383752695486
3,30.45402012647135,23.557628844236827,41.52088263892288
4,30.352822732859284,23.406860723473617,46.02806224888163
5,27.976829445225153,20.631860558363492,37.38496825533528
6,28.264303015373226,21.03883131245071,35.2261358878254
7,25.624637898576513,20.900247910646478,38.865082704539
8,29.634778541594034,22.4967573304597,50.6275542729289
9,31.75686293122556,23.835894236970564,50.30562358953641
10,28.96343154100572,22.991684141607386,49.16918759967579
11,27.49089138732891,20.863496990914385,42.60796336276219
12,27.699059100744538,21.135593733705303,45.924357314526304
13,27.18296693690313,21.431209104897267,41.92190341035185
14,31.061371910196254,24.036867417005638,48.546658736011445
15,29.181059519081572,22.271809201206278,43.729298384005794
16,28.335474526215595,21.887767916958374,46.51678838890572
17,27.53374285851997,21.676867794429786,43.277315490242636
18,27.8415051660407,20.98155515262459,47.674292222536245
19,26.703796550699764,19.78114332415869,37.26860810535329
20,26.444028880082353,21.544363236039228,38.498711305082075
21,29.624088031447307,22.91813183655575,45.93852935022835
22,31.05299996822712,23.751197615735347,43.1612081251931
23,27.737890117585206,20.85070861170798,35.529383923618056
24,31.046267128137067,22.616670319595958,44.79975650145562
25,27.92955997919724,21.674113684538412,43.01921565975373
26,28.405191871412548,22.060449120020962,46.38740214453499
27,30.109775680267635,23.43716596341947,43.681383207995715
28,26.58176620737935,20.589443342811403,37.8439568918209
29,28.916959078571054,21.665576603554634,46.48966050670034
30,28.714743501395926,21.94997539495562,38.28629553086666
31,28.24860564597886,22.770002446562266,50.50725260618549
32,33.935158884927574,25.137764142896177,45.389880698072375
33,27.337877215453076,21.951032488597413,38.53724380667946
34,30.238335816438852,23.503747664194133,38.94056814499008
35,29.45646250933364,22.272860430634314,42.63212434779545
36,28.36297851179668,21.662719073386487,41.80857797171037
37,33.050211518690446,25.62423768703581,47.365321137648834
38,28.077420666831394,20.267319662536877,39.35347411083988
39,31.606710037629647,24.4269980574654,47.083599891350396
40,30.27179477380739,23.765890443695163,41.93285542102641
41,28.046329238669728,21.561679344609193,39.75439479895281
42,30.743639521895478,24.476616009931476,49.456842813197255
43,26.940809522106665,20.665512210820552,36.147532206426504
44,28.476623736390742,22.264647835022494,43.279293593725804
45,29.101567503682322,23.209573859921676,44.36619282846181
46,27.997403631031272,21.096271656737716,41.6302097199135
47,29.630565222771583,22.558201924550612,42.587049282144974
48,28.803677624271593,22.861033545511557,50.28923796691736
49,27.823117837264974,22.531210423591077,47.59865229873387
50,29.786382469910166,21.881275573443563,45.78201587307355
51,34.39806384534497,25.624684610729386,42.98181767177319
52,30.368339540025257,23.63535428868246,44.97723406412007
53,28.98238858956575,22.176127545561613,39.512767940709736
54,26.672133738643105,20.476137561542938,37.09093206215403
55,27.04446525000649,20.516569442983645,36.38414287496135
56,27.441258349430612,20.20105080762589,34.95802671710079
57,28.801956043420148,21.64682083823821,47.0020023095393
58,26.007402388863394,20.344722748106577,36.61427753137813
59,25.099353663393483,20.77933779417458,37.6442427292925
60,35.16747206864761,25.768859877070316,55.04823828313533
61,26.281414053590577,20.15956851020134,38.41723292010967
62,27.23799689998519,21.074172601284967,44.16495458969863
63,29.7026482292772,22.437616475870055,47.40148569112341
64,28.74566292007304,21.900752982446086,46.751619065815085
65,30.07204581835152,23.549086989036077,41.08911016746164
66,28.646131738562907,21.977586556313277,44.80969899333746
67,23.158560443176157,18.56082453321901,36.52113856188518
68,32.82676953944186,23.99670803431039,46.671744893152095
69,29.31463842611289,22.507505340191443,46.890041389763
70,24.367148182022664,18.832041472291763,30.700087927917615
71,30.153289113816413,22.4133421353615,41.25417264197253
72,25.867404663189948,19.92760190234117,38.67628293356687
73,26.376934686936362,20.37625391717987,43.801698868775645
74,26.880997385260965,21.1684176425,37.88151957313744
75,26.324805290276515,20.74978745666548,38.031681615188795
76,30.553094518951347,22.557643069688854,40.95583722893363
77,27.113738307603015,21.687592831653447,41.49880650672036
78,27.84580184757957,21.89360109401339,44.03818928355733
79,30.38128587671804,23.653195372867174,44.292706440716664
80,25.476937396964434,21.100035803478704,42.33841730711762
81,30.713366509170843,22.65102556807445,45.55003919060499
82,26.698567159794372,20.13960241256285,42.434200415223664
83,26.120421006207,20.42047281619998,45.443998138818905
84,26.261454462230304,20.184553314099137,35.461853130041234
85,26.44808824664835,21.68090997850741,38.570677950652346
86,29.91624136504301,23.467860237267274,49.05811701383313
87,33.12716044694676,24.576570491417787,46.6655427700661
88,25.819560009238998,21.265595168622433,37.747556375441825
89,30.74543332143145,23.838286354022653,44.0400706243606
90,24.445502776898238,20.326597537494425,37.067056180325814
91,27.839084596710325,21.416062046556167,36.04527161688465
92,30.904303517369108,23.5245518294557,46.39749156178411
93,29.39280172950367,22.361498003952796,43.756391045192125
94,29.34170158375629,23.100328492298424,45.91500994083817
95,26.323012328758637,20.729279500340883,37.91139799794981
96,27.07325453327195,20.829058895253695,33.88160257847462
97,26.837922662757638,21.420540391793708,42.877805404489834
98,27.98241252519089,22.233958120089884,47.464989094336715
99,26.57903811044036,20.49496231883708,41.89668836125732
100,31.050629414009553,23.296214804567395,39.80269217045589
101,27.392019239912088,21.100469784375438,37.29623425248876
102,30.425269553995975,23.417292158737375,47.53892179026551
103,29.763189753415727,22.269718901997667,40.69613775337811
104,27.702009205379586,21.435547847734423,39.29712799675988
105,26.34690700349491,20.768409304693257,38.016888923309224
106,28.15922792099395,21.4178281781832,39.09539720518595
107,28.384423495169493,21.881486064281894,38.586441707367136
108,25.424326593136655,20.135121251534645,41.7148899269476
109,28.96566083892876,21.6350377395795,41.9732641609433
110,31.4956304953324,24.46560018421986,48.03045247264396
111,24.525991475179378,20.394731028147604,36.444438425419115
112,24.87508085213363,19.151080077641176,35.178608824899875
113,25.768093442771477,19.989558545963977,34.80924845329567
114,28.444395639692893,21.72219153496911,41.407794101144134
115,27.894863943472128,21.114102790873293,37.87852995729061
116,28.496411191157346,21.359938963776376,39.19167589589151
117,29.70186776302508,23.306715273089495,43.01440573852905
118,29.90599209411454,22.6399533476025,45.270968817788315
119,27.786759030817308,22.43713065693506,41.47860835075391
120,28.67081629057597,22.016692875831,42.938978965731984
121,25.128155283626064,19.89235958955123,39.72032357259466
122,25.7430866415664,20.282715777077847,35.45897659954397
123,31.351555419756274,24.946410828883696,48.83218399777083
124,27.346019099249894,21.260432936847483,40.84601524019804
125,28.190915947735974,21.790387210247445,35.463627191469165
126,27.27649521462959,21.627325154294326,45.474060237186336
127,30.251095506822956,23.160667702432757,44.062704601837105
128,30.745912457665064,24.487498259491367,56.84649062199952
129,25.932564598883733,20.454811543157366,39.21282828190063
130,26.779758836117285,21.18250129095739,41.099205741318244
131,27.939865745542107,21.62199405948968,40.98586047229385
132,27.71911270412135,21.094828115500516,39.28851889462063
133,28.22814872185476,22.706456648292967,44.31357080116246
134,25.22527304836628,20.07911045135126,34.62301812408246
135,26.862887266043135,20.735399284244938,49.35174171884483
136,25.35108753644593,19.170970139296436,37.41215542341375
137,27.46016189365201,20.76732207107347,35.49027988478883
138,25.57803716115644,20.3793419120739,41.3011453379517
139,32.53687115899525,25.37562374488269,39.58682567266436
140,31.436007259973632,23.71145720253328,45.501812645733665
141,26.924593681833194,20.325765637381117,40.51001665837712
142,28.74667230764744,21.264938225901265,42.909238563856945
143,27.965002236515357,21.421053341623466,41.77636465043691
144,31.270912948942577,23.17160363165193,43.71785097373097
145,25.501052902717234,19.616115953577076,36.640979932385314
146,28.535236812749236,21.93918502513141,39.78271754650873
147,23.767855845098634,20.447152381912744,40.35483139778684
148,25.925202951709025,19.57015861676058,36.87493067172178
149,27.21789906352985,20.907918971086733,38.86858084998713
150,30.41929572667181,23.49780113755812,49.56720606446425
151,27.533879148477435,20.68063251468571,39.70499135060276
152,26.080088251895695,20.32840354456448,45.223982014508465
153,25.58808302995031,20.79119326751637,38.318119845534966
154,31.474612011358744,24.74888918966192,42.94760635615673
155,29.12026881709418,22.453103998778467,42.222490764116266
156,29.101211998065697,22.15680098148688,44.07419841340198
157,27.051508518529555,21.403889498296984,46.95371430010563
158,28.568430586561263,22.20937515480766,43.597162717844135
159,28.4882895219764,21.890843275689278,39.707561528039065
160,26.24164584197557,20.035210789455803,37.365593378507974
161,30.5721846546967,23.587633545304275,43.41664146228625
162,26.859688702512415,20.519883004809316,41.76583096812549
163,27.40014422216915,21.334883972042352,48.368029682222804
164,26.523884630415168,20.70333414637067,40.00777452011106
165,26.34219905183728,21.175933648566932,35.78942225001275
166,37.372975664564066,27.881352026443885,53.52251746755741
167,24.94974549760924,20.74517311055002,40.59952603652286
168,29.922137345861913,22.733012517519413,48.4690948768266
169,26.694959667782154,20.618304067041546,46.352252676104584
170,31.377438905891893,23.649640656550012,43.68115211694908
171,28.37961035484949,20.785849969113944,42.17459734004365
172,28.790896790116854,21.66230185009247,41.94939104898401
173,25.465150319738772,20.069737989731795,45.78685170234959
174,29.734280590688957,22.588687371125005,46.7601697076413
175,29.58233117744749,22.29101055061158,42.7843912369817
176,25.087253992383424,19.721771943451515,41.56314486084051
177,27.949081090934126,21.50629439558845,40.812106187548416
178,27.685862034518443,22.732214339554513,40.28470021636325
179,27.233804849590683,21.728783609863026,44.764396215011416
180,25.827603899782947,20.682659218886457,41.05119928765593
181,28.731713274166935,22.88265506813151,42.77668791271337
182,27.98473513859123,20.918694325013515,39.28091568000153
183,28.031179490910507,21.270003095093852,36.34173594208088
184,24.27482546603287,19.585378536455988,36.81328944609663
185,28.909715347032236,22.453494533114327,39.658604748910214
186,25.321179103496675,19.48095559195373,35.23900890680447
187,31.531482570568276,23.860601927329334,48.29947832737782
188,27.922010968604564,22.363514603317597,41.28862634793214
189,27.35583945897934,21.743943859663194,36.742583450259936
190,25.333165139554165,20.185425128682347,41.34938628793413
191,28.69055620790679,22.23003763562569,35.07503368156533
192,28.641973943225768,22.063185167712856,39.53375368189236
193,25.701826380334136,19.385184940798958,33.47509663959013
194,26.539897257473942,21.274063076992277,42.370019440079794
195,29.328407550058024,22.90037466541164,46.47588219619636
196,26.073051108493704,20.403698237107623,39.74625809148088
197,27.564557186147482,21.43210361226573,35.79125259052801
198,29.592030110222197,23.332990701454925,49.29562442614789
199,28.57950032955386,22.34115859254194,46.96416765472053
200,27.980318151235647,21.504859342462375,35.60518765551511
201,26.746028772345298,20.080956915358936,39.49395442440684
202,25.471644711067086,20.132516738551974,42.02194235173172
203,28.10078810464756,21.62934811583581,43.21593249551572
204,29.281565911301453,22.812897792067105,42.90639146030132
205,27.95447843477642,21.39042979831429,42.2422290942525
206,29.999661607980432,22.652500307655966,44.66252552206529
207,24.59516662591548,19.25351138613738,38.117754661744414
208,26.9476657232828,21.989833158884455,45.59300138909014
209,28.482733980839637,22.824729717631026,37.63998509369513
210,27.598475916219055,21.10232912326014,45.72229391706813
211,30.85850065035954,24.339682831138244,50.0675551632754
212,30.610677960028173,23.345008043210225,42.84365864472364
213,28.418546361987033,21.260675760473326,37.96387112926764
214,26.194204117955053,20.38963085625019,38.64138612610429
215,28.99984510614069,22.99027350105924,40.997397056034885
216,25.304614262669656,19.714332252440368,37.164332352477516
217,28.809219856784352,22.1617433665465,40.896697325848514
218,27.764586959799725,21.78799917906964,41.626812840343966
219,30.172433122121724,23.614347109476665,41.012332369911626
220,28.871390708991363,21.549186861818004,38.30427057159688
221,26.2111744122576,21.465393300588943,42.79717053874505
222,28.90668885821719,21.815261009517446,42.65596902817891
223,29.386563490837855,22.371198387378247,44.52920672477414
224,27.99274465913214,21.229569521465837,42.13947617360049
225,31.883145853704036,24.693779873239077,43.207177444821475
226,30.230012188840256,22.823203221059696,48.011696269755774
227,28.350351122956013,22.205192008997646,43.33414896445886
228,30.156817837341237,22.794129328338112,44.45295562843313
229,29.251796729578793,23.89461924309103,41.6171090376079
230,29.5364550966677,21.709906887281786,42.78315963470582
231,27.591776083407236,21.543504378306913,47.62171724903296
232,28.255922522209264,21.270298689144617,42.75257714692304
233,28.58727171500321,21.639382298701996,38.41195334744092
234,29.675432300100056,23.662276391957537,39.8512962175314
235,26.171065441443346,19.58118099429343,40.592648124617625
236,28.506186277361394,22.41693211688912,42.25296119357671
237,26.74635609011819,21.25780025594065,41.335957741191486
238,27.940551683698914,22.041742870584883,43.42159488780924
239,25.065829124130506,20.036395567761723,32.37425180006919
240,31.452675639882365,22.891664341804923,41.09263531053298
241,30.199616998970857,22.195210205202688,43.82863666486049
242,28.87211253699966,22.920678744189953,45.922326389036776
243,28.298568980760326,23.01724803876285,40.818498144611944
244,27.870301499375984,21.26929731209652,47.623195535031975
245,26.25484736476258,20.549449463226555,48.71987281826115
246,27.20444524784742,20.86747097450873,34.71365744677429
247,28.538700850727768,21.67861149817347,41.47434709225389
248,26.711488713793653,21.29806708655598,39.81050554919783
249,27.28734941296384,21.805485290998686,41.2318692715661
250,30.110675218420713,22.577246386077327,48.70117941484914
251,31.228651154322385,24.12238559025984,55.14702045905457
252,27.146642926931698,21.21857571946786,41.71778896346832
253,30.264552336352352,22.7162396878189,40.3175810829744
254,29.162392716777415,23.66949229518512,49.09537169604575
255,28.507235559409256,20.846691497872385,41.66166793349173
256,30.51676732862419,22.695707553655343,44.4702413853467
257,26.36276731238429,20.23921435528134,37.063144069573106
258,27.3881357392681,20.570577382389022,39.95140284635808
259,28.604390042697112,21.889096220500274,44.04345581764637
260,25.96074736017009,21.27256943633587,40.126120939498264
261,31.05928315958105,24.542771758686207,50.204944137489605
262,30.06711228553937,23.868399038267885,45.42510668978058
263,23.87912346311075,18.422866855036013,40.774537720015026
264,28.858106167094093,21.93098367615153,37.71318478661793
265,26.241411303891635,20.523291792690802,37.034816918919475
266,25.933151245743833,20.7818672115514,42.31605838419532
267,28.906173355717804,22.253405402978146,41.13323408132488
268,28.224097718279026,21.98537815961197,41.82019990284461
269,31.73441533511994,24.071660640251018,54.12654498669807
270,28.315387910123544,20.876659053186625,38.166069296421064
271,27.649549057752214,21.923139878505705,34.98264988600269
272,33.81064834441633,25.059018268641093,43.8243988537557
273,26.46685105965851,20.181162405891538,38.55870152754823
274,27.605708239771456,20.981880801650107,41.32071525653686
275,30.57881792895008,23.213661248626924,46.68168397568617
276,30.15187341922886,23.463183718632443,42.92507814208398
277,28.622570065536323,22.787417635503157,47.3111891875023
278,28.339633380850444,21.27330018739388,44.18336796993851
279,26.509078622825875,20.441672339638245,37.97839767472777
280,25.249154372575703,20.382660880845624,39.200988771799835
281,27.866278792611972,21.223321500039777,47.169973388680745
282,29.02899071345916,21.217988393382843,45.53761181200706
283,28.464871574900826,21.963649710075774,40.90168088611113
284,26.976683269028115,20.844245739261755,38.11789424349557
285,32.24310580092831,23.922565499905183,43.706264954687235
286,25.06584568355683,18.578852208948167,32.86387438893216
287,29.090265288888652,22.297046791721563,42.98942432605945
288,30.67383993766708,23.60736033943192,47.36516827797897
289,23.6492285319497,19.252433115694195,33.064415338957026
290,30.537502404031414,23.253761310267034,42.43942824424077
291,25.91001572494242,21.43598820295477,44.12794076125632
292,27.87580402357265,21.901416550458006,41.47197058529529
293,28.198314701021747,20.894672935373883,38.42177714061991
294,29.951854125446165,21.91634032707009,44.09244871356413
295,25.40090182036737,20.544759107203742,40.86571773376985
296,27.34174182489977,20.859362347622156,45.79201471584381
297,23.145175745580907,18.73442135799344,43.07078134565999
298,25.072306193249005,19.91876923138252,38.600495969566495
299,26.515842279583467,21.053415771379257,33.683412418686764
300,26.951168951456165,20.381938483455983,42.134523798183174
301,25.715713935574005,20.739814221210647,36.23172972206875
302,23.244482924731802,19.588660107669035,40.12812099559292
303,27.582698371920042,20.581056146614035,41.31440157229811
304,32.2490435237527,24.791216238888488,51.179006408822424
305,27.471230290357436,20.724321722725826,35.45431013697723
306,23.153382322109188,19.120411615791383,38.49672890059202
307,27.739113834928254,20.66048929013974,39.00113263878258
308,26.518749798588722,20.06753510200092,40.258788874354224
309,27.051076558292614,21.34809993341992,47.13232146009387
310,31.30603450715679,23.64986693436313,42.49633951888583
311,27.716306889760748,21.05389285641351,33.052195574426406
312,26.099281354944534,20.78805114495071,39.698522755472766
313,26.22948719190904,20.547706369006644,35.59225063172327
314,28.744445187842988,22.116851394953418,37.161063847377726
315,27.396894599682547,21.012444353942442,40.53359853483407
316,29.769878979385403,23.68093351358392,43.81473091925801
317,29.089844142672675,22.135659260114465,42.21941789033573
318,25.85973549951823,20.44736916957276,39.12294609969739
319,27.132206084936204,21.49828843914317,34.097674507775
320,29.237557302840386,22.72519521262859,46.88634034783519
321,27.491014583322105,20.479210922089,35.73170415877246
322,26.539041260887863,20.044939345198852,38.93352918968142
323,30.408374408644317,23.705045145797726,42.257529174501016
324,26.611404723997445,20.213144790697964,42.82360031992707
325,28.433646583706388,22.099987843449327,38.33412784069595
326,28.04275868669436,22.278736662758682,45.55716911526459
327,25.312681034415608,19.726152588278744,42.355524550582224
328,28.70758151099667,21.676488378573495,40.1693970854793
329,31.594476106732152,23.881738324219995,42.69429432969505
330,27.515954161445542,19.99166884636176,40.35486719001954
331,27.144930351222367,21.994192085977307,40.76106113709373
332,26.498720298019485,20.523344336618976,43.24240157146134
333,25.570539860012097,20.77996355926494,38.74555724371698
334,28.26220996040042,22.87362753334057,44.221625784394185
335,26.02065840348407,21.507560776665603,41.48612900421537
336,29.37230703397239,22.48009232886213,40.33536294236108
337,30.053802168961134,23.44272904854449,44.67410480674046
338,26.308143036486253,21.15047334961415,40.625301186911656
339,27.297490247650785,21.554506745670416,46.3548319275142
340,29.126208169865084,22.661164058621004,38.354701953867206
341,29.148849416897992,22.733335799877935,44.67911816694719
342,27.582650573088944,22.23068855251602,45.53083453358814
343,27.785073410851414,22.613650651159823,43.957003370825646
344,27.788931278357587,21.9628866108983,39.14850973328821
345,27.921293537846804,21.05097027390176,37.131647600716654
346,29.873848617100048,23.11248590887384,50.67615962057655
347,26.104746316852008,19.77266466510596,39.666552402914945
348,26.30123045244527,20.534937747027453,40.53440981185361
349,26.858179978906733,21.26844352288866,42.051943717580535
350,27.76494710420809,21.23917909386463,39.386708806632925
351,26.789566705453808,20.577442184585692,40.44437611342485
352,24.90798133904312,19.202305930570645,39.18273957461107
353,27.85989665320258,21.684584629129176,42.8428451186934
354,27.425925971896007,21.264692525638974,40.50519575931402
355,27.24487469352403,19.942524177354354,37.998024434532645
356,27.04933620452795,21.815743918946957,44.99451285002117
357,28.811690712317166,22.526196955518323,42.32159383287507
358,23.832052432402747,19.402005130452427,41.34947355806662
359,28.666507987418132,22.126880134956245,41.030390296349196
360,24.117290739921362,20.59247031555827,39.83988895226855
361,32.474403393605314,25.376934419733292,52.92183222915712
362,27.481165849877726,21.688490712997677,42.17400126352274
363,29.537060433575817,23.928442511858485,45.46909035306252
364,26.2415292630895,20.01645149138745,37.33562250760149
365,26.291723484722755,20.99259234058185,41.47810636177355
366,26.93297239431348,20.146205603864136,38.39561545558901
367,27.871590228341855,22.430298152492256,40.90138839515967
368,30.994874953223484,23.352799103484994,44.1681826175165
369,32.70240208744598,25.536209311948127,46.28592462326868
370,27.81180085658771,21.58321915321632,43.48389067338749
371,23.94445542760774,19.575322927183304,40.88982593255992
372,29.3360977773147,22.531275878395313,40.206162651831406
373,25.62020191535233,19.93836243997605,41.49370273482651
374,25.86419439429258,21.17413537355961,37.64602927526286
375,27.119269642904246,21.98969349426743,44.252911506973355
376,28.960920882329578,22.08937262355638,44.57542202982696
377,24.897700397478527,20.30786444042676,39.77712381887021
378,28.38319996704735,22.61400865151156,47.61674817682523
379,28.418915111450442,21.218932565285694,36.55256733487378
380,30.04671462186966,23.03060359662489,42.80069213241569
381,29.437261017321834,23.558754615018394,36.76146470913819
382,27.57271238004487,21.731508225299255,37.51711236391587
383,27.605347907792293,21.32283288466149,44.09283351385352
384,30.38251581544121,23.222411441565853,44.818944248899875
385,28.814234912847077,22.861553831450774,41.66639644716856
386,25.253640252858062,19.733491329161666,37.269333975560706
387,28.0117317111094,21.065778216607466,41.41590129502142
388,27.80030652600039,20.810494316769173,36.9265486670817
389,27.099930864998623,21.830274362703562,40.53152805676028
390,30.1597368375968,22.891187789531553,45.780286164779206
391,29.593087133513315,23.640101690464363,47.326017133114185
392,28.513143654802946,23.06459756668936,41.128682605977296
393,28.656656039172894,22.620928539446126,53.024325437013275
394,30.846878595361442,23.979677154020127,45.578429935243285
395,30.487024742108805,23.66882598622465,41.304199464427484
396,26.653313266621364,21.03019953086995,46.15673158481495
397,32.40606628771967,25.549024565568438,48.64475696637645
398,24.35020633253752,18.98702207420058,36.20529992191346
399,29.204652945665245,21.961237749193334,44.33370347580296
400,31.359407846133088,23.034897187465297,47.61814329920817
401,32.300771727961255,24.39553468959099,45.0015455729532
402,27.758696198434496,22.074077464725413,41.33848277244543
403,25.496310050273376,20.15610299993337,35.661238266526475
404,26.872529042154984,20.901317043454963,35.572470647250505
405,28.937208720151606,23.52474083028937,45.65315293197714
406,28.628877678328934,21.78976268718014,52.29937888756532
407,28.927784585769174,22.79611600186274,43.72394370668182
408,32.17092034322725,24.7126648302607,44.20317395792327
409,28.025789983429295,22.47827897854104,53.7012971045895
410,26.282869469118832,20.499121834002082,42.060934328765725
411,31.01642097110566,23.5047610703543,43.81040130572989
412,27.033550968413103,20.79440637054832,44.77395454104526
413,28.067716294470532,21.087321648918568,40.28973265327618
414,26.295202085043172,20.396096129616122,46.594695316988144
415,28.165388372205996,22.14513682409331,41.875635395496964
416,32.78253698104564,23.827480748294565,48.72801764397487
417,27.592090317712955,21.385129536906863,40.11644192864855
418,24.440525739368535,19.865593554531877,33.55977724755682
419,30.28640315525508,23.34520713514703,47.553538799737176
420,26.771199394514355,21.116787325090417,42.687459707921086
421,28.8684001000902,22.63961359888293,41.48576968731561
422,29.01816376661271,23.277222451667132,48.45608649400056
423,29.047027617615278,21.864555948794898,38.91574883951982
424,29.911610385433388,23.458500374633687,47.409465353684084
425,28.273214238912082,22.640021303989258,48.31434192983549
426,27.29745071466672,20.66094050432633,36.12882241625338
427,27.32310944972156,20.764257520057477,40.653673589935856
428,24.711653127567367,19.291130539751016,35.32012417797697
429,25.616752154184713,19.725524214255703,37.23648383167787
430,31.505700638517542,23.24095325196201,49.10194826369238
431,25.613073175689294,20.832039913823888,45.210367066953715
432,28.598551735096816,21.897673557649032,42.85497378793318
433,24.072092060357754,18.412103188391523,31.665116420748358
434,28.223542684083654,21.12964914129063,40.87397687786562
435,27.836559613601064,21.37221897140785,39.387179902005734
436,25.658926587541607,19.493058775845444,35.32215508103431
437,27.233118489665646,21.279149480565046,45.42837563646998
438,29.29737125247612,22.639317421619815,37.84436456048824
439,31.168612782411106,23.79550880509915,43.38101725258766
440,24.826012043810806,19.672749616623456,35.421102433356054
441,27.313524296165173,20.612521062015286,41.69420627960838
442,27.517832975117624,21.74768855560488,41.05615629341848
443,31.693159650927615,24.563990221193322,49.48781260701933
444,27.743108352882267,21.81233750445247,43.21314682861001
445,27.95152368923346,22.16005197343934,39.67940781690211
446,23.424308560948784,19.658525490523576,34.277604607158786
447,26.800409629570368,21.154035532541887,43.13212008283399
448,28.09427351360802,22.26952665619107,44.43144289625782
449,27.97721598676845,21.279706178506387,45.23615346507252
450,26.64489490306775,20.981861306116503,45.56508691493376
451,30.38061955937767,23.835199318821374,40.75512997246681
452,28.491159440140965,21.61688538323004,43.14321749184804
453,28.581801337994108,22.680447390501243,40.647326234981406
454,27.53790075044243,21.688631996522535,43.55062263672024
455,25.996557046245066,20.837228405624458,42.27221592410623
456,28.585668929400942,21.81945288745036,42.38145074411445
457,27.209716161492143,21.294711568401294,39.089192797596354
458,28.723914093011246,22.543742046617286,48.039445560223044
459,28.445050067210598,21.41620300833386,41.407537212977076
460,31.895720404649317,23.80774209620796,47.62375017338964
461,26.430276728433906,19.93897138832678,39.47538971353115
462,28.903902520693634,22.717010012418797,46.36845605385741
463,32.31381548356496,25.206718797617228,43.07425575953154
464,25.856239785336882,20.33464154114451,37.621594222686205
465,27.740341651568652,21.56989439979168,46.75253011157533
466,30.54636244473907,22.75088248774326,45.92378500836759
467,28.555165016807674,22.536317617923803,44.81873582346912
468,27.484091729926497,21.40284062755378,36.21749175430836
469,27.175038960853165,22.024401168328616,36.82355080043535
470,30.60124763318383,22.51412603123318,44.74369447323041
471,30.292445740401742,22.293698205499705,46.714909472299155
472,29.721326457650527,22.20694351973668,40.84142286576217
473,29.647082832600773,23.005991669869534,41.185756057751696
474,30.48287766805025,23.053231208325585,45.57277129935821
475,28.601505849560503,22.334471020306104,43.75466942597578
476,25.4376238171787,19.14891838778991,36.05682731610433
477,29.16358751281604,23.00248968757915,48.19398045526291
478,30.788161527753967,23.2143466314832,49.2645122652789
479,25.762412186233618,20.45602275200156,42.124030980020635
480,30.558971498411974,22.829280171603934,41.38164368342852
481,33.40325610785724,24.859799703862418,51.24360203221983
482,31.37028663339395,23.121702111303975,45.378428826371895
483,33.38272637605802,25.194939002431447,50.82760632869178
484,25.03679236569342,18.404992747610372,37.72288235290796
485,25.901850392009088,20.42028975049083,44.55371840448999
486,27.323217118726372,21.167984561003372,48.18288929205458
487,26.83812762051752,20.076624262843957,41.08856555638805
488,26.860778831386103,20.359375047634284,42.84825685983344
489,27.09396677269491,20.99367792177434,43.78098676940159
490,27.506735682822736,21.9721765134663,44.219362574973196
491,26.14769869747635,20.045926215105773,33.350193499846284
492,28.372145123105874,21.371732145488195,44.68316058171573
493,28.63042294455761,22.200087897105853,38.79361289428153
494,29.798228664215145,22.31181840142706,41.251800879854834
495,26.715250645102895,20.185243882579982,35.45264677464353
496,28.765782428335974,21.66982800426016,46.35827502254383
497,29.185441769542514,21.781168241599783,42.51937269754116
498,29.104783717669136,21.40323701997856,36.538800787615195
499,25.569440960080076,19.40356097454746,37.198727865131694
